parent_id,child_id,relation,required_for_clearance,average_tokens_per_epoch,evidence,notes
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,work:sapient-upstream:task871-msmarco-question-generation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,work:sapient-upstream:task902-deceptive-opinion-spam-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,work:sapient-upstream:task903-deceptive-opinion-spam-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,work:sapient-upstream:task906-dialogre-identify-names,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,work:sapient-upstream:task907-dialogre-identify-relationships,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,work:sapient-upstream:task908-dialogre-identify-familial-relationships,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,work:sapient-upstream:task909-dialogre-prevalent-speakers,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,work:sapient-upstream:task1309-amazonreview-summary-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,work:sapient-upstream:task1370-newscomm-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,work:sapient-upstream:task1371-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,work:sapient-upstream:task1373-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,work:sapient-upstream:task1374-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,work:sapient-upstream:task1375-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,work:sapient-upstream:task1376-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,work:sapient-upstream:task1377-newscomm-translation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,work:sapient-upstream:task264-paper-reviews-accept-reject,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,work:sapient-upstream:task265-paper-reviews-language-identification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,work:sapient-upstream:task266-paper-reviews-reviewer-perspective,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,work:sapient-upstream:task589-amazonfood-summary-text-generation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,work:sapient-upstream:task590-amazonfood-summary-correction-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,work:sapient-upstream:task618-amazonreview-summary-text-generation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,work:sapient-upstream:task634-allegro-reviews-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,work:sapient-upstream:task635-allegro-reviews-answer-generation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,work:sapient-upstream:task672-amazon-yelp-summarization,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,work:sapient-upstream:task870-msmarco-answer-generation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,work:sapient-upstream:task871-msmarco-question-generation,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,work:sapient-upstream:task902-deceptive-opinion-spam-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,work:sapient-upstream:task903-deceptive-opinion-spam-classification,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,work:sapient-upstream:task906-dialogre-identify-names,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,work:sapient-upstream:task907-dialogre-identify-relationships,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,work:sapient-upstream:task908-dialogre-identify-familial-relationships,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,work:sapient-upstream:task909-dialogre-prevalent-speakers,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-platypus-reclor,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-platypus-reclor,work:sapient-upstream:reclor,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-platypus-scibench,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-platypus-scibench,work:sapient-upstream:scibench,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-tasksource-pragmeval-sarcasm,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-tasksource-pragmeval-sarcasm,work:sapient-upstream:pragmeval-sarcasm,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:schneiderkamplab/sapient-synth-tasksource-reclor,generated:dfm:sapient-repair,generated_repair_layer,yes,,,
hf:schneiderkamplab/sapient-synth-tasksource-reclor,work:sapient-upstream:reclor,retains_upstream_task_expression,no,,legal/reports/dfm9-manual-acceptances-and-overrides.md,MAN-021 makes this a non-blocking provenance edge for the synthetic derivative.
hf:swiss-ai/apertus-sft-mixture,hf:HuggingFaceTB/smoltalk2,mixture_component,yes,,,Exact row allocation in DFM's repackaged file was flattened; upstream source labels are verified.
hf:swiss-ai/apertus-sft-mixture,hf:allenai/tulu-3-sft-olmo-2-mixture-0225,mixture_component,yes,,,Exact row allocation in DFM's repackaged file was flattened; upstream source labels are verified.
hf:allenai/tulu-3-sft-mixture,hf:allenai/coconot,mixture_component,yes,10983,legal/registers/dfm9-tulu3-mixture-component-audit.csv,ai2-adapt-dev/coconot_converted
hf:allenai/tulu-3-sft-mixture,hf:ai2-adapt-dev/flan_v2_converted,mixture_component,yes,89982,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:HuggingFaceH4/no_robots,mixture_component,yes,9500,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:OpenAssistant/oasst1,mixture_component,yes,7131,legal/registers/dfm9-tulu3-mixture-component-audit.csv,"Card says 7132; local rows contain 7131."
hf:allenai/tulu-3-sft-mixture,hf:allenai/tulu-3-personas-math,mixture_component,yes,149960,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:allenai/tulu-3-sft-personas-math-grade,mixture_component,yes,49980,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:allenai/tulu-3-sft-personas-code,mixture_component,yes,34999,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:allenai/tulu-3-personas-algebra,mixture_component,yes,20000,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:allenai/tulu-3-sft-personas-instruction-following,mixture_component,yes,29980,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:AI-MO/NuminaMath-TIR,mixture_component,yes,64312,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:allenai/open_math_2_50k_r1-original,mixture_component,yes,50000,legal/registers/dfm9-tulu3-mixture-component-audit.csv,"Present in local rows but omitted from card prose list."
hf:allenai/tulu-3-sft-mixture,hf:allenai/wildguardmix,mixture_component,yes,50000,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:allenai/wildjailbreak,mixture_component,yes,50000,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:allenai/tulu-3-hard-coded,mixture_component,yes,240,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:CohereForAI/aya_dataset,mixture_component,yes,100000,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:allenai/WildChat-1M,mixture_component,yes,100000,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:LipengCS/Table-GPT,mixture_component,yes,5000,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:allenai/SciRIFF,mixture_component,yes,10000,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:allenai/tulu-3-sft-mixture,hf:theblackcat102/evol-codealpaca-v1,mixture_component,yes,107276,legal/registers/dfm9-tulu3-mixture-component-audit.csv,
hf:swiss-ai/apertus-sft-mixture,hf:utter-project/EuroBlocks-SFT-Synthetic-1124,mixture_component,yes,,,Exact row allocation in DFM's repackaged file was flattened; upstream source labels are verified.
hf:synquid/danish-verifiable-reasoning,generated:synquid:transformations,translated_or_generated_solution_layer,yes,,,
hf:synquid/danish-verifiable-reasoning,work:dolci-puzzle-prompts,retains_prompts,yes,,,
hf:synquid/ifbench-train,generated:synquid:transformations,adds_constraints_and_answers,yes,,,
hf:synquid/ifbench-train,work:wildchat-human-prompts,retains_prompts,yes,,,
hf:synquid/mt-da-deepseek,generated:synquid:transformations,generated_conversation_layer,yes,,,
hf:synquid/mt-da-deepseek,work:dynaword-covered-passages,seed_content,yes,,,
hf:synquid/translation-100k,generated:oliverkinch:transformations,authored_prompt_layer,yes,,,
hf:synquid/translation-100k,work:covered-opus-eu-corpora,retains_parallel_text,yes,,,
hf:synquid/wiki-instruct-da,generated:synquid:transformations,authored_prompt_layer,yes,,,
hf:synquid/wiki-instruct-da,work:danish-wikipedia,retains_source_text,yes,,,
hf:synquid/wildchat-100k-qwen-messages,generated:dfm:wildchat-qwen-responses,replaces_or_extends_assistant_turns,yes,,,
hf:synquid/wildchat-100k-qwen-messages,work:wildchat-human-prompts,retains_prompts,yes,,,
hf:utter-project/EuroBlocks-SFT-Synthetic-1124,generated:euroblocks:eurollm-synthetic,generated_component,yes,,,
hf:utter-project/EuroBlocks-SFT-Synthetic-1124,generated:euroblocks:hardcoded,generated_component,yes,,,
hf:utter-project/EuroBlocks-SFT-Synthetic-1124,generated:euroblocks:llama-synthetic,generated_component,yes,,,
hf:utter-project/EuroBlocks-SFT-Synthetic-1124,hf:CohereForAI/aya_dataset,retained_subset,yes,,,
hf:utter-project/EuroBlocks-SFT-Synthetic-1124,hf:Magpie-Align/Magpie-Llama-3.1-Pro-300K-Filtered,seed_or_derived_subset,yes,,,
hf:utter-project/EuroBlocks-SFT-Synthetic-1124,hf:Magpie-Align/Magpie-Llama-3.1-Pro-DPO-100K-v0.1,seed_or_derived_subset,yes,,,
hf:utter-project/EuroBlocks-SFT-Synthetic-1124,hf:Magpie-Align/Magpie-Qwen-Air-300K-Filtered,seed_or_derived_subset,yes,,,
hf:utter-project/EuroBlocks-SFT-Synthetic-1124,hf:Magpie-Align/Magpie-Reasoning-V1-150K,seed_or_derived_subset,yes,,,
hf:utter-project/EuroBlocks-SFT-Synthetic-1124,hf:declare-lab/HarmfulQA,seed_or_derived_subset,yes,,,
generated:euroblocks:llama-synthetic,component:euroblocks:embedded-seeds,retains_seed_expression,yes,,legal/registers/dfm9-euroblocks-seed-risk.csv,5169 source-retaining rows.
generated:euroblocks:llama-synthetic,component:euroblocks:derived-seeds,derived_from_seed_expression,yes,,legal/registers/dfm9-euroblocks-seed-risk.csv,134819 generated rows.
hf:HuggingFaceTB/smoltalk,component:smoltalk:apigen,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,
hf:HuggingFaceTB/smoltalk,component:smoltalk:constraints,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,
hf:HuggingFaceTB/smoltalk,component:smoltalk:everyday,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,
hf:HuggingFaceTB/smoltalk,component:smoltalk:explore-rewrite,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,
hf:HuggingFaceTB/smoltalk,component:smoltalk:magpie,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,
hf:HuggingFaceTB/smoltalk,component:smoltalk:metamath,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,
hf:HuggingFaceTB/smoltalk,component:smoltalk:numina,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,
hf:HuggingFaceTB/smoltalk,component:smoltalk:rewrite,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,
hf:HuggingFaceTB/smoltalk,component:smoltalk:self-oss,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,
hf:HuggingFaceTB/smoltalk,component:smoltalk:summarize,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,
hf:HuggingFaceTB/smoltalk,component:smoltalk:systemchats,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,
hf:HuggingFaceTB/smoltalk,hf:THUDM/LongAlign-10k,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,3547 train rows.
hf:HuggingFaceTB/smoltalk,hf:teknium/OpenHermes-2.5,mixture_component,yes,,legal/registers/dfm9-smoltalk-component-audit.csv,95000 train rows.
hf:THUDM/LongAlign-10k,component:longalign:books,content_group,yes,,legal/registers/dfm9-longalign-content-groups.csv,
hf:THUDM/LongAlign-10k,component:longalign:corporate,content_group,yes,,legal/registers/dfm9-longalign-content-groups.csv,
hf:THUDM/LongAlign-10k,component:longalign:education,content_group,yes,,legal/registers/dfm9-longalign-content-groups.csv,
hf:THUDM/LongAlign-10k,component:longalign:encyclopedia,content_group,yes,,legal/registers/dfm9-longalign-content-groups.csv,
hf:THUDM/LongAlign-10k,component:longalign:government,content_group,yes,,legal/registers/dfm9-longalign-content-groups.csv,
hf:THUDM/LongAlign-10k,component:longalign:manuals,content_group,yes,,legal/registers/dfm9-longalign-content-groups.csv,
hf:THUDM/LongAlign-10k,component:longalign:news-web,content_group,yes,,legal/registers/dfm9-longalign-content-groups.csv,
hf:THUDM/LongAlign-10k,component:longalign:public-domain-candidates,content_group,yes,,legal/registers/dfm9-longalign-content-groups.csv,
hf:THUDM/LongAlign-10k,component:longalign:scholarly,content_group,yes,,legal/registers/dfm9-longalign-content-groups.csv,
hf:THUDM/LongAlign-10k,component:longalign:software-qa,content_group,yes,,legal/registers/dfm9-longalign-content-groups.csv,
hf:THUDM/LongAlign-10k,component:longalign:unknown,content_group,yes,,legal/registers/dfm9-longalign-content-groups.csv,
hf:open-r1/Mixture-of-Thoughts,component:mot:code,domain_component,yes,,legal/registers/dfm9-mot-expression-risk.csv,
hf:open-r1/Mixture-of-Thoughts,component:mot:math,domain_component,yes,,legal/registers/dfm9-mot-expression-risk.csv,
hf:open-r1/Mixture-of-Thoughts,component:mot:science,domain_component,yes,,legal/registers/dfm9-mot-expression-risk.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:airoboros,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:camelai,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:caseus,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:chatbot-arena,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:cogstack,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:collective,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:cot-alpaca,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:econ,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:evol70,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:evol-v2,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:glaive,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:gpt4-comparison,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:gpteacher,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:lmsys1m,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:metamath,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:platypus,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:slimorca,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:teknium-custom,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
hf:teknium/OpenHermes-2.5,component:openhermes:unnatural,source_block,yes,,legal/registers/dfm9-openhermes-component-audit.csv,
work:dolci-puzzle-prompts,component:dolci-puzzle:countdownequal,named_prompt_subset,yes,,,
