node_id,node_type,label,uri,local_status,dependency_completeness,average_tokens_per_epoch,basis,evidence,notes
hf:allenai/big-reasoning-traces,effective_dataset,allenai/big-reasoning-traces,https://huggingface.co/datasets/allenai/big-reasoning-traces,cleared,top_level_only,1656898949.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",data/downloads/datasets/allenai_big_reasoning_traces/.cache/huggingface/download/README.md.metadata,Card identifies a compilation of permissively licensed component datasets; preserve component provenance.
hf:allenai/coconot,dataset,allenai/coconot,https://huggingface.co/datasets/allenai/coconot,cleared,complete,,"ODC-By/Impact-LR release of Ai2-authored taxonomy and model-generated training material",legal/reports/dfm9-tulu3-mixture-audit.md,"Follow Ai2 Responsible Use and Impact-LR conditions."
hf:allenai/open_math_2_50k_r1-original,effective_dataset,allenai/open_math_2_50k_r1-original,https://huggingface.co/datasets/allenai/open_math_2_50k_r1-original,inherited,complete,71816694.0,Retains CC-BY-4.0 OpenMathInstruct-2 lineage and DeepSeek-R1-family regenerated responses,local parquet problem_source/generated_solution fields; NVIDIA and DeepSeek cards,"GSM8K is MIT; OpenMathInstruct-2 is CC-BY-4.0; DeepSeek-R1 MIT terms expressly permit distillation and training other models."
hf:allenai/tulu-3-hard-coded,dataset,allenai/tulu-3-hard-coded,https://huggingface.co/datasets/allenai/tulu-3-hard-coded,cleared,complete,,CC-BY-4.0,,
hf:allenai/tulu-3-personas-algebra,dataset,allenai/tulu-3-personas-algebra,https://huggingface.co/datasets/allenai/tulu-3-personas-algebra,inherited,complete,,Alias of the audited Tulu 3 Persona Algebra release,legal/reports/dfm9-tulu3-persona-family-audit.md,19999 DOLCI rows derive from this source label.
hf:allenai/tulu-3-personas-math,dataset,allenai/tulu-3-personas-math,https://huggingface.co/datasets/allenai/tulu-3-personas-math,inherited,complete,,Alias of the audited Tulu 3 Persona MATH release,legal/reports/dfm9-tulu3-persona-family-audit.md,149958 DOLCI rows derive from this source.
hf:allenai/tulu-3-sft-mixture,effective_dataset,allenai/tulu-3-sft-mixture,https://huggingface.co/datasets/allenai/tulu-3-sft-mixture,inherited,complete,1570562172.0,"ODC-By container; component rights follow 19 audited source children, with Article 4 for uncovered FLAN v2 and SciRIFF expression",legal/reports/dfm9-tulu3-mixture-audit.md,"Local data has 939343 rows and 19 labels; the card omits the 50000-row OpenMath2 component and reports one additional OASST row. Article 3 is not relied on."
hf:allenai/tulu-3-sft-olmo-2-mixture-0225,dataset,allenai/tulu-3-sft-olmo-2-mixture-0225,https://huggingface.co/datasets/allenai/tulu-3-sft-olmo-2-mixture-0225,inherited,complete,,Aggregate/database terms do not replace component terms,,
hf:allenai/tulu-3-sft-personas-algebra,effective_dataset,allenai/tulu-3-sft-personas-algebra,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-algebra,inherited,complete,21019876.0,"ODC-By generated layer plus PersonaHub CC-BY-NC-SA conditioning; no Article 3 reliance",legal/reports/dfm9-tulu3-persona-family-audit.md,"20000 GPT-4o-generated persona-grounded rows; sparse subset card is supplemented by the Tulu mixture licence table."
hf:allenai/tulu-3-sft-personas-code,effective_dataset,allenai/tulu-3-sft-personas-code,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-code,inherited,complete,14638779.0,"ODC-By generated layer plus PersonaHub CC-BY-NC-SA conditioning and generator-output assignment; no Article 3 reliance",legal/reports/dfm9-tulu3-persona-family-audit.md,34999 GPT-4o problem and Claude 3.5 Sonnet program rows.
hf:allenai/tulu-3-sft-personas-instruction-following,effective_dataset,allenai/tulu-3-sft-personas-instruction-following,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-instruction-following,inherited,complete,11519076.0,"ODC-By generated layer plus PersonaHub and open IFEval/Ai2 seed layers; no Article 3 reliance",legal/reports/dfm9-tulu3-persona-family-audit.md,29980 GPT-4o-generated rows expanded from 33 Ai2-authored examples across 25 IFEval constraint types.
hf:allenai/tulu-3-sft-personas-math,effective_dataset,allenai/tulu-3-sft-personas-math,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-math,inherited,complete,203838413.0,"ODC-By generated layer plus PersonaHub CC-BY-NC-SA conditioning and generator-output assignment; no Article 3 reliance",legal/reports/dfm9-tulu3-persona-family-audit.md,149960 GPT-4o-generated persona-grounded problem/solution rows.
hf:allenai/tulu-3-sft-personas-math-filtered,dataset,allenai/tulu-3-sft-personas-math-filtered,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-math-filtered,inherited,complete,,Filtered subset of the audited Tulu 3 Persona MATH release,legal/reports/dfm9-tulu3-persona-family-audit.md,80547 rows retained by five-completion GPT-4o majority vote.
hf:allenai/tulu-3-sft-personas-math-grade-filtered,dataset,allenai/tulu-3-sft-personas-math-grade-filtered,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-math-grade-filtered,inherited,complete,,Filtered subset of the audited Tulu 3 Persona grade-school release,legal/reports/dfm9-tulu3-persona-family-audit.md,47043 rows retained by five-completion GPT-4o majority vote.
hf:allenai/tulu-3-sft-personas-math-grade,dataset,allenai/tulu-3-sft-personas-math-grade,https://huggingface.co/datasets/allenai/tulu-3-sft-personas-math-grade,inherited,complete,,ODC-By GPT-4o-generated grade-school persona data plus PersonaHub CC-BY-NC-SA conditioning,legal/reports/dfm9-tulu3-persona-family-audit.md,49980 DOLCI rows derive from this source; no GSM8K seed is identified by the Tulu report.
hf:allenai/tulu-v2-sft-long-mixture,effective_dataset,allenai/tulu-v2-sft-long-mixture,https://huggingface.co/datasets/allenai/tulu-v2-sft-long-mixture,inherited,complete,605433930.0,ODC-By container with component-specific direct terms and recorded Article 4 decisions; MAN-022 covers ShareGPT for current research,legal/reports/dfm9-tulu-v2-sciriff-if-sft-audit.md,Long and split variants share 74159 original IDs with 148 Long-only and 792 split-only; cleared for current research while privacy and nonresearch scope remain separate.
hf:allenai/tulu-v2-sft-mixture,effective_dataset,allenai/tulu-v2-sft-mixture,https://huggingface.co/datasets/allenai/tulu-v2-sft-mixture,inherited,complete,839604204.0,ODC-By container with component-specific direct terms and recorded Article 4 decisions; MAN-022 covers ShareGPT for current research,legal/reports/dfm9-tulu-v2-sciriff-if-sft-audit.md,All 16 local labels are mapped and the former ShareGPT boundary is cleared for current research; privacy and nonresearch scope remain separate.
hf:allenai/verifiable-reasoning-filtered-gpt-41,effective_dataset,allenai/verifiable-reasoning-filtered-gpt-41,https://huggingface.co/datasets/allenai/verifiable-reasoning-filtered-gpt-41,inherited,complete,604700862.0,"RLVE generator code is MIT; external problem-source expression remains Article 3 dependent where retained",local row IDs/categories; RLVE-Gym repository and source comments,"284820 rows; about 45% map to RLVE environments carrying external source comments, predominantly Luogu."
hf:allenai/verifiable-reasoning-filtered-o4-mini,effective_dataset,allenai/verifiable-reasoning-filtered-o4-mini,https://huggingface.co/datasets/allenai/verifiable-reasoning-filtered-o4-mini,inherited,complete,80198700.4,"RLVE generator code is MIT; external problem-source expression remains Article 3 dependent where retained",local row IDs/categories; RLVE-Gym repository and source comments,"241265 rows; about 44% map to RLVE environments carrying external source comments, predominantly Luogu."
hf:allenai/wildguardmix,dataset,allenai/wildguardmix,https://huggingface.co/datasets/allenai/wildguardmix,cleared,complete,,Apache-2.0,,
hf:allenai/wildjailbreak,dataset,allenai/wildjailbreak,https://huggingface.co/datasets/allenai/wildjailbreak,cleared,complete,,"ODC-By synthetic Ai2 safety-training release plus Responsible Use access conditions",legal/reports/dfm9-tulu3-mixture-audit.md,"Prompts and responses were generated with GPT-4 GPT-3.5 Mixtral and WildTeaming."
hf:ccdv/govreport-summarization,effective_dataset,ccdv/govreport-summarization,https://huggingface.co/datasets/ccdv/govreport-summarization,cleared,top_level_only,4412302.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",data/downloads/datasets/govreport_summarization/.cache/huggingface/download/README.md.metadata,GovReport consists of GAO and CRS reports and their published summaries; the source paper records them as US-government public-domain material. Preserve GAO/CRS attribution and do not assume separately credited embedded works are covered.
hf:common-pile/arxiv_papers_filtered,effective_dataset,common-pile/arxiv_papers_filtered,https://huggingface.co/datasets/common-pile/arxiv_papers_filtered,cleared,top_level_only,129586132.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",data/downloads/datasets/common_pile_arxiv_papers_filtered/.cache/huggingface/download/README.md.metadata,Common Pile derivative governed by retained per-record open/public-domain source terms.
hf:danish-foundation-models/ai_arena_udtraek,effective_dataset,danish-foundation-models/ai_arena_udtraek,https://huggingface.co/datasets/danish-foundation-models/ai_arena_udtraek,cleared,top_level_only,45690600.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",data/downloads/datasets/ai_arena_udtraek/.cache/huggingface/download/README.md.metadata,The card identifies this as a Danish extraction of the ComparIA conversations and reactions datasets under Etalab Open Licence 2.0; privacy is reviewed separately.
hf:danish-foundation-models/dfm-dyna-instruct,effective_dataset,danish-foundation-models/dfm-dyna-instruct,https://huggingface.co/datasets/danish-foundation-models/dfm-dyna-instruct,inherited,complete,3543871662.0,Component bases must all resolve,data/downloads/datasets/dfm_dyna_instruct/.cache/huggingface/download/README.md.metadata,Collection metadata/contribution is CC-BY; retained component rights follow the DAG.
hf:danish-foundation-models/kaenguruen,effective_dataset,danish-foundation-models/kaenguruen,https://huggingface.co/datasets/danish-foundation-models/kaenguruen,cleared,complete,637780.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/kaenguruen/.cache/huggingface/download/README.md.metadata,Repository declares an open/public licence; embedded third-party content still needs scope verification.
hf:danish-foundation-models/laerebogen,effective_dataset,danish-foundation-models/laerebogen,https://huggingface.co/datasets/danish-foundation-models/laerebogen,cleared,complete,8320692928.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/laerebogen_with_followups/.cache/huggingface/download/README.md.metadata,Repository declares an open/public licence; embedded third-party content still needs scope verification.
hf:declare-lab/HarmfulQA,dataset,declare-lab/HarmfulQA,https://huggingface.co/datasets/declare-lab/HarmfulQA,cleared,complete,,Apache-2.0 ChatGPT-distilled safety dataset,legal/reports/dfm9-apertus-component-audit.md,EuroBlocks adds Llama-generated multilingual refusal responses under the applicable model terms.
hf:giannor/dala_tv2r_it,effective_dataset,giannor/dala_tv2r_it,https://huggingface.co/datasets/giannor/dala_tv2r_it,inherited,complete,68526212.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,On 2026-08-17 the project owner confirmed that Giannor created the derivative as part of the DFM project. Retained TV2R sentences trace to Danish Gigaword/DynaWord; apply the stricter captured CC-BY-SA 4.0 terms.
hf:giannor/gec_dala_tv2r_it,effective_dataset,giannor/gec_dala_tv2r_it,https://huggingface.co/datasets/giannor/gec_dala_tv2r_it,inherited,complete,192947845.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,On 2026-08-17 the project owner confirmed that Giannor created the derivative as part of the DFM project. Retained TV2R sentences trace to Danish Gigaword/DynaWord; apply the stricter captured CC-BY-SA 4.0 terms.
hf:glaiveai/glaive-function-calling-v2,effective_dataset,glaiveai/glaive-function-calling-v2,https://huggingface.co/datasets/glaiveai/glaive-function-calling-v2,cleared,complete,155522712.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/glaive_function_calling_v2/.cache/huggingface/download/README.md.metadata,Repository declares an open/public licence; embedded third-party content still needs scope verification.
hf:kobprof/skolegpt-instruct,effective_dataset,kobprof/skolegpt-instruct,https://huggingface.co/datasets/kobprof/skolegpt-instruct,cleared,complete,86400296.0,"direct licence for academic/non-commercial use, subject to attribution/share-alike terms",data/downloads/datasets/kobprof_skolegpt_instruct/.cache/huggingface/download/README.md.metadata,The declared licence contains a NonCommercial restriction.
hf:laion/Scientific-Summaries,effective_dataset,laion/Scientific-Summaries,https://huggingface.co/datasets/laion/Scientific-Summaries,cleared,complete,1271200636.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/laion_scientific_summaries/.cache/huggingface/download/README.md.metadata,Repository declares an open/public licence; embedded third-party content still needs scope verification.
hf:nvidia/AceReason-1.1-SFT,effective_dataset,nvidia/AceReason-1.1-SFT,https://huggingface.co/datasets/nvidia/AceReason-1.1-SFT,cleared,complete,1945044893.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",docs/dfm8-datasets.md,Repository declares an open/public licence; embedded third-party content still needs scope verification.
hf:nvidia/Nemotron-SFT-Agentic-v2,effective_dataset,nvidia/Nemotron-SFT-Agentic-v2,https://huggingface.co/datasets/nvidia/Nemotron-SFT-Agentic-v2,cleared,complete,4269165904.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/nemotron_agentic/.cache/huggingface/download/README.md.metadata,Repository declares an open/public licence; embedded third-party content still needs scope verification.
hf:nvidia/Nemotron-SFT-Instruction-Following-Chat-v2,effective_dataset,nvidia/Nemotron-SFT-Instruction-Following-Chat-v2,https://huggingface.co/datasets/nvidia/Nemotron-SFT-Instruction-Following-Chat-v2,cleared,complete,1603274447.0,"publisher expressly permits free use to train and evaluate, with ODC-By attribution",data/downloads/datasets/nemotron_instruction_reasoning_off/.cache/huggingface/download/README.md.metadata,"NVIDIA identifies itself as owner, states commercial readiness, and expressly permits training and evaluation."
hf:nvidia/Nemotron-SFT-Multilingual-v1,effective_dataset,nvidia/Nemotron-SFT-Multilingual-v1,https://huggingface.co/datasets/nvidia/Nemotron-SFT-Multilingual-v1,cleared,complete,412858235.4,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/nemotron_multilingual/.cache/huggingface/download/README.md.metadata,Repository declares an open/public licence; embedded third-party content still needs scope verification.
hf:nvidia/Nemotron-SFT-OpenCode-v1,dataset,nvidia/Nemotron-SFT-OpenCode-v1,https://huggingface.co/datasets/nvidia/Nemotron-SFT-OpenCode-v1,cleared,complete,,CC-BY-4.0 NVIDIA synthetic agentic CLI dataset expressly ready for commercial and non-commercial use,legal/reports/dfm9-apertus-component-audit.md,Preserve attribution and notices for bundled skills/framework material.
hf:nvidia/Nemotron-SFT-SWE-v2,dataset,nvidia/Nemotron-SFT-SWE-v2,https://huggingface.co/datasets/nvidia/Nemotron-SFT-SWE-v2,cleared,partial,,CC-BY-4.0 NVIDIA SFT release expressly intended for model training; retained code follows listed Apache MIT and BSD source terms,legal/reports/dfm9-apertus-component-audit.md,Preserve source repository licence and attribution notices; source-level completeness remains partial.
hf:nvidia/OpenCodeInstruct,dataset,nvidia/OpenCodeInstruct,https://huggingface.co/datasets/nvidia/OpenCodeInstruct,cleared,complete,,CC-BY-4.0 NVIDIA synthetic code-instruction release expressly permitting model training,legal/reports/dfm9-apertus-component-audit.md,Preserve attribution and dataset notices.
hf:nvidia/OpenMathInstruct-2,effective_dataset,nvidia/OpenMathInstruct-2,https://huggingface.co/datasets/nvidia/OpenMathInstruct-2,cleared,complete,6602901165.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/openmathinstruct2/.cache/huggingface/download/README.md.metadata,Repository declares an open/public licence; embedded third-party content still needs scope verification.
hf:oliverkinch/autodata-da-sft,effective_dataset,oliverkinch/autodata-da-sft,https://huggingface.co/datasets/oliverkinch/autodata-da-sft,inherited,complete,18866180.0,All named source and project-contribution children must resolve,data/downloads/datasets/oliverkinch_autodata_da_sft/.cache/huggingface/download/README.md.metadata,"DynaWord-derived aggregate governed by per-source open/public-domain terms; selected seed status was confirmed by the project owner on 2026-08-16. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/da-instruct-dynaword,effective_dataset,oliverkinch/da-instruct-dynaword,https://huggingface.co/datasets/oliverkinch/da-instruct-dynaword,inherited,complete,102841604.0,All named source and project-contribution children must resolve,data/downloads/datasets/oliverkinch_da_instruct_dynaword/.cache/huggingface/download/README.md.metadata,"DynaWord-derived aggregate governed by per-source open/public-domain terms; selected seed status was confirmed by the project owner on 2026-08-16. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/da-instruct-dynaword-contemporary,effective_dataset,oliverkinch/da-instruct-dynaword-contemporary,https://huggingface.co/datasets/oliverkinch/da-instruct-dynaword-contemporary,inherited,complete,17555252.0,All named source and project-contribution children must resolve,data/downloads/datasets/oliverkinch_da_instruct_dynaword_contemporary/.cache/huggingface/download/README.md.metadata,"DynaWord-derived aggregate governed by per-source open/public-domain terms; selected seed status was confirmed by the project owner on 2026-08-16. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/da-instruct-dynaword-contemporary-hq,effective_dataset,oliverkinch/da-instruct-dynaword-contemporary-hq,https://huggingface.co/datasets/oliverkinch/da-instruct-dynaword-contemporary-hq,inherited,complete,25552512.0,All named source and project-contribution children must resolve,data/downloads/datasets/oliverkinch_da_instruct_dynaword_contemporary_hq/.cache/huggingface/download/README.md.metadata,"DynaWord-derived aggregate governed by per-source open/public-domain terms; selected seed status was confirmed by the project owner on 2026-08-16. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/da-instruct-dynaword-hq,effective_dataset,oliverkinch/da-instruct-dynaword-hq,https://huggingface.co/datasets/oliverkinch/da-instruct-dynaword-hq,inherited,complete,24064080.0,All named source and project-contribution children must resolve,data/downloads/datasets/oliverkinch_da_instruct_dynaword_hq/.cache/huggingface/download/README.md.metadata,"DynaWord-derived aggregate governed by per-source open/public-domain terms; selected seed status was confirmed by the project owner on 2026-08-16. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/danish-qa,effective_dataset,oliverkinch/danish-qa,https://huggingface.co/datasets/oliverkinch/danish-qa,cleared,complete,57462536.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/oliverkinch_danish_qa/.cache/huggingface/download/README.md.metadata,"Repository declares an open/public licence; embedded third-party content still needs scope verification. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/danish-summarization,effective_dataset,oliverkinch/danish-summarization,https://huggingface.co/datasets/oliverkinch/danish-summarization,cleared,top_level_only,168358988.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",data/downloads/datasets/oliverkinch_danish_summarization/.cache/huggingface/download/README.md.metadata,"Two-source aggregate: EUR-Lex Sum is public-domain/CC-BY derived, and the Nordjylland component is part of the accepted DynaWord source family; confirmed by the project owner on 2026-08-17. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/danish-university-portals-bt,effective_dataset,oliverkinch/danish-university-portals-bt,https://huggingface.co/datasets/oliverkinch/danish-university-portals-bt,cleared,top_level_only,21765750.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",data/downloads/datasets/oliverkinch_danish_university_portals_bt/.cache/huggingface/download/README.md.metadata,"Source card identifies oliverkinch/danish-university-portals-cc-by as the passage source. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/danmarks-statistik-bt,effective_dataset,oliverkinch/danmarks-statistik-bt,https://huggingface.co/datasets/oliverkinch/danmarks-statistik-bt,cleared,complete,18862480.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/oliverkinch_danmarks_statistik_bt/.cache/huggingface/download/README.md.metadata,"Repository declares an open/public licence; embedded third-party content still needs scope verification. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/doab-da-bt,effective_dataset,oliverkinch/doab-da-bt,https://huggingface.co/datasets/oliverkinch/doab-da-bt,cleared,complete,693880.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/oliverkinch_doab_da_bt/.cache/huggingface/download/README.md.metadata,"Repository declares an open/public licence; embedded third-party content still needs scope verification. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/dst-table-prompts-bt,effective_dataset,oliverkinch/dst-table-prompts-bt,https://huggingface.co/datasets/oliverkinch/dst-table-prompts-bt,cleared,complete,51085160.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/oliverkinch_dst_table_prompts_bt/.cache/huggingface/download/README.md.metadata,"Repository declares an open/public licence; embedded third-party content still needs scope verification. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/dynaword-bt,effective_dataset,oliverkinch/dynaword-bt,https://huggingface.co/datasets/oliverkinch/dynaword-bt,inherited,complete,34305002.0,All named source and project-contribution children must resolve,data/downloads/datasets/oliverkinch_dynaword_bt/.cache/huggingface/download/README.md.metadata,"DynaWord-derived aggregate governed by per-source open/public-domain terms; selected seed status was confirmed by the project owner on 2026-08-16. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/eur-lex-bt,effective_dataset,oliverkinch/eur-lex-bt,https://huggingface.co/datasets/oliverkinch/eur-lex-bt,cleared,top_level_only,16694550.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",data/downloads/datasets/oliverkinch_eur_lex_bt/.cache/huggingface/download/README.md.metadata,"Derived from reusable EUR-Lex legal material; generated instructions do not introduce a separate third-party corpus. Confirmed by the project owner on 2026-08-17. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/eur-lex-sum-instruct,effective_dataset,oliverkinch/eur-lex-sum-instruct,https://huggingface.co/datasets/oliverkinch/eur-lex-sum-instruct,cleared,top_level_only,2628790.0,"direct per-record/per-corpus licence or public-domain status, with attribution/share-alike compliance",data/downloads/datasets/oliverkinch_eur_lex_sum_instruct/.cache/huggingface/download/README.md.metadata,"Derived from reusable EUR-Lex legal material; generated instructions do not introduce a separate third-party corpus. Confirmed by the project owner on 2026-08-17. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/instruct-bt,effective_dataset,oliverkinch/instruct-bt,https://huggingface.co/datasets/oliverkinch/instruct-bt,cleared,top_level_only,13460570.0,direct per-source licence or DFM/data-owner agreement permitting training and model release,data/downloads/datasets/oliverkinch_instruct_bt/.cache/huggingface/download/README.md.metadata,"On 2026-08-17 the project owner confirmed coverage for DynaWord, dkmedier, odense and danskerhverv. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/machine-translation-da-ar,effective_dataset,oliverkinch/machine-translation-da-ar,https://huggingface.co/datasets/oliverkinch/machine-translation-da-ar,cleared,complete,139555342.4,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/oliverkinch_machine_translation_da_ar/.cache/huggingface/download/README.md.metadata,"Repository declares an open/public licence; embedded third-party content still needs scope verification. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/machine-translation-da-en,effective_dataset,oliverkinch/machine-translation-da-en,https://huggingface.co/datasets/oliverkinch/machine-translation-da-en,cleared,complete,284358597.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/oliverkinch_machine_translation_da_en/.cache/huggingface/download/README.md.metadata,"Repository declares an open/public licence; embedded third-party content still needs scope verification. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/machine-translation-da-uk,effective_dataset,oliverkinch/machine-translation-da-uk,https://huggingface.co/datasets/oliverkinch/machine-translation-da-uk,cleared,complete,69495094.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/oliverkinch_machine_translation_da_uk/.cache/huggingface/download/README.md.metadata,"Repository declares an open/public licence; embedded third-party content still needs scope verification. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/multi-wiki-qa-high-quality-subset,effective_dataset,oliverkinch/multi-wiki-qa-high-quality-subset,https://huggingface.co/datasets/oliverkinch/multi-wiki-qa-high-quality-subset,cleared,complete,41911650.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/oliverkinch_multi_wiki_qa_high_quality/.cache/huggingface/download/README.md.metadata,"Repository declares an open/public licence; embedded third-party content still needs scope verification. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:oliverkinch/tidsskrift-dk-bt,effective_dataset,oliverkinch/tidsskrift-dk-bt,https://huggingface.co/datasets/oliverkinch/tidsskrift-dk-bt,cleared,complete,76668304.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/oliverkinch_tidsskrift_dk_bt/.cache/huggingface/download/README.md.metadata,"Repository declares an open/public licence; embedded third-party content still needs scope verification. The project owner confirmed on 2026-08-17 that the publisher works as part of DFM; its authored contribution is authorized, without changing upstream provenance."
hf:open-r1/Mixture-of-Thoughts,dataset,open-r1/Mixture-of-Thoughts,https://huggingface.co/datasets/open-r1/Mixture-of-Thoughts,inherited,complete,,Rights follow math code and science children; DeepSeek-generated responses do not erase prompt rights,legal/reports/dfm9-mot-copyright-risk.md,Raw-row risk is medium-high and highest for editorial-conditioned code prompts.
hf:open-r1/s1K-1.1,dataset,open-r1/s1K-1.1,https://huggingface.co/datasets/open-r1/s1K-1.1,cleared,complete,,MIT upstream simplescaling/s1K-1.1 release plus formatting-only Open R1 transformation,legal/reports/dfm9-apertus-component-audit.md,Preserve upstream notice and source metadata.
hf:open-thoughts/OpenThoughts2-1M,effective_dataset,open-thoughts/OpenThoughts2-1M,https://huggingface.co/datasets/open-thoughts/OpenThoughts2-1M,cleared,complete,534474638.0,"direct licence, subject to attribution/share-alike/notice and source-scope verification",data/downloads/datasets/openthoughts2_1m/.cache/huggingface/download/README.md.metadata,Repository declares an open/public licence; embedded third-party content still needs scope verification.
hf:open-thoughts/OpenThoughts3-1.2M,dataset,open-thoughts/OpenThoughts3-1.2M,https://huggingface.co/datasets/open-thoughts/OpenThoughts3-1.2M,cleared,complete,,Apache-2.0,,
hf:sapientinc/HRM-Text-data-io-cleaned-20260515,effective_dataset,sapientinc/HRM-Text-data-io-cleaned-20260515,https://huggingface.co/datasets/sapientinc/HRM-Text-data-io-cleaned-20260515,inherited,complete,21380034516.8,"ODC-By aggregate layer plus component-specific direct terms and Article 4; Article 3 remains only for the 69.759M-token Tasksource residual",legal/reports/dfm9-sapient-flan-tasksource-platypus-audit.md,All eight retained broad families are represented and resolved in the DAG for current academic/non-commercial scientific-research use.
hf:schneiderkamplab/common-pile-denoising,effective_dataset,schneiderkamplab/common-pile-denoising,https://huggingface.co/datasets/schneiderkamplab/common-pile-denoising,inherited,complete,883618038.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,Common Pile derivative governed by retained per-record open/public-domain source terms.
hf:schneiderkamplab/common-pile-paragraph-reordering,effective_dataset,schneiderkamplab/common-pile-paragraph-reordering,https://huggingface.co/datasets/schneiderkamplab/common-pile-paragraph-reordering,inherited,complete,166705119.0,All named source and project-contribution children must resolve,docs/dfm8-datasets.md,Common Pile derivative governed by retained per-record open/public-domain source terms.
