phase_id,dataset_recipe,source_prefix,sampled_rows_consumed,instruction_tokens_consumed,response_tokens_consumed,source_tokens_consumed,task_count,tokenized_roots
PHASE-002,dfm7,oliverkinch_instruct_bt,69260,3610340,23310800,26921140,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,oliverkinch_machine_translation_da_ar,4000000,169539567,109559017,279098584,2,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,oliverkinch_machine_translation_da_en,6000000,329399155,239442189,568841344,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,oliverkinch_machine_translation_da_uk,2000000,84492131,54486454,138978585,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,oliverkinch_multi_wiki_qa_high_quality,91880,82930260,893040,83823300,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,oliverkinch_tidsskrift_dk_bt,251736,41496620,111839988,153336608,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,openmathinstruct2,50046018,4265839036,8939963294,13205802330,2,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,openthoughts2,1784320,193574876,875374400,1068949276,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,opus,60000000,3759446393,2047986265,5807432658,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-dialog-fsopt-data-qrecc,41496,25162140,1050064,26212204,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-dialog-fsopt-data-qrecc-ii,11358,4609332,1215678,5825010,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-dialog-zsopt-data-qrecc,21326,2922540,534058,3456598,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-dialog-zsopt-data-qrecc-ii,6180,267308,758666,1025974,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,22440,9151824,426724,9578548,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,1662,939826,114222,1054048,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,4808,3117746,360988,3478734,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,40188,19775058,543852,20318910,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,2434,1379508,112224,1491732,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,9298,8135636,490928,8626564,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,26062,2993030,826756,3819786,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,2604,294324,151290,445614,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,5790,867030,365038,1232068,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,23640,2633852,825642,3459494,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,2614,295032,150224,445256,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,5838,874260,369802,1244062,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,19228,3834394,61648,3896042,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,8274,1413894,27426,1441320,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,7070,1149350,257038,1406388,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,10424,1772886,347994,2120880,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,3232,897080,300442,1197522,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,10168,1988898,348166,2337064,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,6232,1428946,519658,1948604,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,6982,1097062,261298,1358360,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,504,278124,1618,279742,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,2682,782124,8510,790634,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,1352,466608,4784,471392,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,23720,5455776,173890,5629666,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,21714,5008992,70826,5079818,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,23758,4020832,334822,4355654,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,5092,1616094,16508,1632602,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,6372,1612074,20440,1632514,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,518,361900,34322,396222,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,2452,1138322,59610,1197932,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,316,138842,3272,142114,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,5870,1736072,19038,1755110,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,3406,1059412,10558,1069970,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,918,466580,3574,470154,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,202,91148,902,92050,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,326,135774,1046,136820,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,1506,586474,4932,591406,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,12498,1553468,37494,1590962,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,40,3738,120,3858,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,3154,229194,111904,341098,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,4486,372938,162444,535382,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,1432,204590,142440,347030,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,4360,373420,156678,530098,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,2738,306990,240250,547240,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,3062,247368,116066,363434,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,282,97694,846,98540,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,1420,304576,4260,308836,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,604,141658,2054,143712,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,10622,1334408,76510,1410918,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,11446,1588484,34338,1622822,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,9792,898570,166418,1064988,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,2470,422148,7412,429560,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,4240,626870,12720,639590,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,318,149846,20712,170558,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,1162,396396,27646,424042,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,178,69322,1892,71214,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,2468,389234,7404,396638,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,1730,293054,5190,298244,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,442,113398,1624,115022,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,100,26410,404,26814,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,144,34222,432,34654,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,728,161844,2184,164028,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-platypus-reclor,10262,1813180,30786,1843966,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-platypus-scibench,1488,136406,70904,207310,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-tasksource-pragmeval-sarcasm,7506,1051168,33660,1084828,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sapient-synth-tasksource-reclor,9266,1773336,27800,1801136,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,sudoku_extreme,2000000,190000000,166000000,356000000,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,synquid_danish_verifiable_reasoning,11200,4350192,31912528,36262720,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,synquid_ifbench_train,47120,11871420,13506840,25378260,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,synquid_mt_da_deepseek,6032,12700918,5070550,17771468,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,synquid_translation_100k,199886,104116636,92352588,196469224,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,synquid_wiki_instruct_da,2714556,214282944,1761956076,1976239020,2,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,synquid_wildchat_100k_qwen_messages,257720,99321962,280414942,379736904,1,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,tasksource,2180260,268780397,28434216,297214613,161,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,textbookreasoning,2356898,185638580,562994394,748632974,2,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,toolace_native_tool_use,78582,44338452,6117360,50455812,1,data/tokenized_dfm7_jinja
PHASE-002,dfm7,transformations-danish-danish,1248702,748754262,243630612,992384874,250,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,transformations-danish-english,1268406,741555306,196228302,937783608,250,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,transformations-english-danish,1477728,490447950,345071112,835519062,409,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,transformations-english-english,1987792,622631040,319566800,942197840,388,data/tokenized_dfm6_direct_jinja
PHASE-002,dfm7,xlam_native_tool_use,360000,118372266,15563670,133935936,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,Platypus,432970,88628753,11880028,100508781,8,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,SYNTH,15615932,1306244415,4088812289,5395056704,500,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,acereason,4167119,380648467,2656629919,3037278386,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,ai_arena_udtraek,66269,31917589,39163566,71081155,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,allenai_big_reasoning_traces,1057008,101699931,2484786677,2586486608,44,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_if_sft_verified,49616,10393792,20743994,31137786,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_open_math_2_50k_r1,78061,5267525,107043974,112311499,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_rlvr_gsm,116600,9680900,969835,10650735,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,allenai_rlvr_math,117391,11481188,1164573,12645761,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,allenai_sciriff_train_mix,185050,169031222,37543543,206574765,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_tulu_3_personas_algebra,31309,6522750,26387935,32910685,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_tulu_3_personas_code,54739,14319978,8597077,22917055,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_tulu_3_personas_if,46769,3176558,14788221,17964779,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_tulu_3_personas_math,234369,70093648,248494643,318588291,2,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_tulu_3_sft_mixture,3282853,1087854547,1364068032,2451922579,6,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_tulu_v2_sft_long_mixture,875889,754628516,190352820,944981336,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_tulu_v2_sft_mixture,1176189,1029093726,282021639,1311115365,3,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_verifiable_reasoning_gpt41,444493,106322396,837112217,943434613,6,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,allenai_verifiable_reasoning_o4mini,267960,62414163,62498561,124912724,2,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,ampsmathematica,1890360,138762316,483485510,622247826,137,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,common-pile-denoising,1192139,699258923,680180095,1379439018,7,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,common-pile-paragraph-reordering,404515,137639992,122791889,260431881,16,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,common-pile-prefix-continuation,2904837,934457298,867408724,1801866022,19,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,common-pile-span-filling,1188400,631598192,652908665,1284506857,7,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,danish-dynaword-denoising,409228,256405700,248175801,504581501,4,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,danish-dynaword-paragraph-reordering,345477,133910153,116545730,250455883,3,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,danish-dynaword-prefix-continuation,658114,201988953,191270608,393259561,2,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,danish-dynaword-span-filling,343019,194582957,196928624,391511581,2,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,dbc,3650355,229506922,326315896,555822818,24,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,dfm4_arxiv_paper_summarization,333717,121685192,81014833,202700025,8,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,dfm4_govreport_summarization,13027,2826051,4100087,6926138,2,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,dfm4_laion_scientific_summaries,3573784,1035429108,949436318,1984865426,4006,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,dfm4_wiki_cat_sum_summarization,481097,256421475,64307341,320728816,3,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,dfm8-openhermes-da,3038607,587074017,853294037,1440368054,10,data/tokenized_dfm8_jinja
PHASE-003,dfm8,dfm8-openhermes-en,2882040,442268288,607551963,1049820251,10,data/tokenized_dfm8_jinja
PHASE-003,dfm8,dfm8-synthetic-code-debugging,532384,66165827,318786263,384952090,4,data/tokenized_dfm8_jinja
PHASE-003,dfm8,dfm8-synthetic-constrained-format-following,1307818,190363007,76481354,266844361,9,data/tokenized_dfm8_jinja
PHASE-003,dfm8,dfm8-synthetic-danish-summarization-rewrite-controls,1289442,422571373,195731433,618302806,9,data/tokenized_dfm8_jinja
PHASE-003,dfm8,dfm8-synthetic-multiturn-danish-english-chat,1502822,319305198,253145911,572451109,5,data/tokenized_dfm8_jinja
PHASE-003,dfm8,dfm8-synthetic-native-tool-calling,2827154,681528645,119679698,801208343,9,data/tokenized_dfm8_jinja
PHASE-003,dfm8,dfm8-synthetic-strict-math-answer-contract,863585,57468398,213372232,270840630,6,data/tokenized_dfm8_jinja
PHASE-003,dfm8,dfm_dyna_instruct,8592844,2302614151,3231140527,5533754678,106,data/tokenized_dfm7_jinja
PHASE-003,dfm8,dmmath,78706270,3523335507,551090599,4074426106,168,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,dolci_instruct_sft,4726869,2247346358,1245002960,3492349318,15,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,dolci_instruct_sft_no_tools,9004206,2030336454,3413572244,5443908698,10,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,dolci_native_tool_use,3374970,2311852082,218629824,2530481906,7,data/tokenized_dfm7_jinja
PHASE-003,dfm8,flan,20951091,7500028493,414424256,7914452749,3910,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,giannor_tv2r_instruction,2989698,355484003,52792716,408276719,6,data/tokenized_dfm8_jinja
PHASE-003,dfm8,glaive_native_tool_use,1022782,211184986,31658219,242843205,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,kaenguruen,6605,956485,38882,995367,2,data/tokenized_dfm7_jinja
PHASE-003,dfm8,kobprof_skolegpt_instruct,269220,73870805,61036183,134906988,1,data/tokenized_dfm8_jinja
PHASE-003,dfm8,laerebogen_with_followups,32249755,9162613183,3830747592,12993360775,7,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,lexdk,848964,40573907,448600656,489174563,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,nemotron_agentic,2025459,6309703466,356070530,6665773996,3,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,nemotron_instruction_reasoning_off,2190682,898275203,1606916074,2505191277,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,nemotron_multilingual,618232,170745618,473280015,644025633,18,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,no_robots,184475,19161766,29964363,49126129,4,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_autodata_da_sft,46215,19294205,10119025,29413230,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,oliverkinch_da_instruct_dynaword,248897,19277508,141300973,160578481,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,oliverkinch_da_instruct_dynaword_contemporary,51637,3721411,23664310,27385721,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,oliverkinch_da_instruct_dynaword_contemporary_hq,70650,5318970,34634807,39953777,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,oliverkinch_da_instruct_dynaword_hq,66611,5028925,32510431,37539356,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,oliverkinch_danish_qa,1914118,68665155,21064024,89729179,1,data/tokenized_dfm7_jinja
PHASE-003,dfm8,oliverkinch_danish_summarization,398972,185267666,77614330,262881996,2,data/tokenized_dfm7_jinja
PHASE-003,dfm8,oliverkinch_danish_university_portals_bt,70327,10364669,23603987,33968656,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_danmarks_statistik_bt,111757,5095984,24380080,29476064,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_doab_da_bt,1909,274301,796555,1070856,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_dst_table_prompts_bt,47486,57998966,21781050,79780016,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_dynaword_bt,96772,6957706,46415600,53373306,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_eur_lex_bt,41328,4425197,21558235,25983432,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_eur_lex_sum_instruct,1070,3215665,857126,4072791,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_instruct_bt,54085,2821662,18207648,21029310,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_machine_translation_da_ar,3122576,132358340,85511802,217870142,2,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_machine_translation_da_en,4684308,257218365,186937453,444155818,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_machine_translation_da_uk,1560454,65883502,42481039,108364541,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_multi_wiki_qa_high_quality,71826,64860128,697974,65558102,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,oliverkinch_tidsskrift_dk_bt,196806,32443349,87499941,119943290,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,openmathinstruct2,39076328,3330761662,6980095188,10310856850,2,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,openthoughts2,1392860,151132428,683308235,834440663,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,opus,46846619,2935199352,1598925427,4534124779,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-dialog-fsopt-data-qrecc,32342,19609023,818588,20427611,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-dialog-fsopt-data-qrecc-ii,8835,3574357,945813,4520170,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-dialog-zsopt-data-qrecc,16631,2282340,416743,2699083,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-dialog-zsopt-data-qrecc-ii,4790,207361,585078,792439,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-fsnoopt-data-aeslc-1.0.0,17502,7140743,330926,7471669,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-idebate,1284,728384,86533,814917,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,3752,2428842,284284,2713126,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,31421,15478470,426007,15904477,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,1923,1084641,88391,1173032,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,7271,6368096,385944,6754040,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,20333,2326590,649374,2975964,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,2024,226769,120661,347430,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,4507,674257,282101,956358,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,18525,2064388,645012,2709400,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,2058,229049,120234,349283,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,4589,685533,291921,977454,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,14985,2986810,48092,3034902,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,6510,1112111,21571,1133682,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,5521,895367,200254,1095621,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,8090,1376485,270742,1647227,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,2534,703031,235483,938514,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,7979,1559805,273166,1832971,1,data/tokenized_dfm6_direct_jinja
PHASE-003,dfm8,sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,4852,1107521,401437,1508958,1,data/tokenized_dfm6_direct_jinja
