source_id,source_url,source_type,dfm8_prefix,processing_form,source_rows,source_tokens,sampled_rows_per_epoch,sampled_tokens_per_epoch,dfm8_share,provisional_basis,licence_or_agreement,article4_reservation_review,personal_data_review,privacy_triage,approval_status,evidence,notes
schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,public_dataset,sapient-synth-flan-flan-fsnoopt-data-opinion-abstracts-rotten-tomatoes,generated + audited,2404,1739367,2404,1739367,0.00247%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,public_dataset,sapient-synth-flan-flan-fsopt-data-aeslc-1.0.0,generated + audited,20094,10159455,20094,10159455,0.01441%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,public_dataset,sapient-synth-flan-flan-fsopt-data-opinion-abstracts-idebate,generated + audited,1217,745866,1217,745866,0.00106%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,public_dataset,sapient-synth-flan-flan-fsopt-data-opinion-abstracts-rotten-tomatoes,generated + audited,4649,4313282,4649,4313282,0.00612%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,public_dataset,sapient-synth-flan-flan-zsnoopt-data-aeslc-1.0.0,generated + audited,13031,1909893,13031,1909893,0.00271%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,public_dataset,sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-idebate,generated + audited,1302,222807,1302,222807,0.00032%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,public_dataset,sapient-synth-flan-flan-zsnoopt-data-opinion-abstracts-rotten-tomatoes,generated + audited,2895,616034,2895,616034,0.00087%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,public_dataset,sapient-synth-flan-flan-zsopt-data-aeslc-1.0.0,generated + audited,11820,1729747,11820,1729747,0.00245%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,public_dataset,sapient-synth-flan-flan-zsopt-data-opinion-abstracts-idebate,generated + audited,1307,222628,1307,222628,0.00032%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,public_dataset,sapient-synth-flan-flan-zsopt-data-opinion-abstracts-rotten-tomatoes,generated + audited,2919,622031,2919,622031,0.00088%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,public_dataset,sapient-synth-flan-niv2-fsopt-data-task1309-amazonreview-summary-classification,generated + audited,9614,1948021,9614,1948021,0.00276%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,public_dataset,sapient-synth-flan-niv2-fsopt-data-task1370-newscomm-classification,generated + audited,4137,720660,4137,720660,0.00102%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,public_dataset,sapient-synth-flan-niv2-fsopt-data-task1371-newscomm-translation,generated + audited,3535,703194,3535,703194,0.00100%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,public_dataset,sapient-synth-flan-niv2-fsopt-data-task1373-newscomm-translation,generated + audited,5212,1060440,5212,1060440,0.00150%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,public_dataset,sapient-synth-flan-niv2-fsopt-data-task1374-newscomm-translation,generated + audited,1616,598761,1616,598761,0.00085%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,public_dataset,sapient-synth-flan-niv2-fsopt-data-task1375-newscomm-translation,generated + audited,5084,1168532,5084,1168532,0.00166%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,public_dataset,sapient-synth-flan-niv2-fsopt-data-task1376-newscomm-translation,generated + audited,3116,974302,3116,974302,0.00138%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,public_dataset,sapient-synth-flan-niv2-fsopt-data-task1377-newscomm-translation,generated + audited,3491,679180,3491,679180,0.00096%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,public_dataset,sapient-synth-flan-niv2-fsopt-data-task264-paper-reviews-accept-reject,generated + audited,252,139871,252,139871,0.00020%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,public_dataset,sapient-synth-flan-niv2-fsopt-data-task265-paper-reviews-language-identification,generated + audited,1341,395317,1341,395317,0.00056%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,public_dataset,sapient-synth-flan-niv2-fsopt-data-task266-paper-reviews-reviewer-perspective,generated + audited,676,235696,676,235696,0.00033%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,public_dataset,sapient-synth-flan-niv2-fsopt-data-task589-amazonfood-summary-text-generation,generated + audited,11860,2814833,11860,2814833,0.00399%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,public_dataset,sapient-synth-flan-niv2-fsopt-data-task590-amazonfood-summary-correction-classification,generated + audited,10857,2539909,10857,2539909,0.00360%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,public_dataset,sapient-synth-flan-niv2-fsopt-data-task618-amazonreview-summary-text-generation,generated + audited,11879,2177827,11879,2177827,0.00309%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,public_dataset,sapient-synth-flan-niv2-fsopt-data-task634-allegro-reviews-classification,generated + audited,2546,816301,2546,816301,0.00116%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,public_dataset,sapient-synth-flan-niv2-fsopt-data-task635-allegro-reviews-answer-generation,generated + audited,3186,816257,3186,816257,0.00116%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,public_dataset,sapient-synth-flan-niv2-fsopt-data-task672-amazon-yelp-summarization,generated + audited,259,198111,259,198111,0.00028%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,public_dataset,sapient-synth-flan-niv2-fsopt-data-task870-msmarco-answer-generation,generated + audited,1226,598966,1226,598966,0.00085%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,public_dataset,sapient-synth-flan-niv2-fsopt-data-task871-msmarco-question-generation,generated + audited,158,71057,158,71057,0.00010%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,public_dataset,sapient-synth-flan-niv2-fsopt-data-task902-deceptive-opinion-spam-classification,generated + audited,2935,877555,2935,877555,0.00125%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,public_dataset,sapient-synth-flan-niv2-fsopt-data-task903-deceptive-opinion-spam-classification,generated + audited,1703,534985,1703,534985,0.00076%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,public_dataset,sapient-synth-flan-niv2-fsopt-data-task906-dialogre-identify-names,generated + audited,459,235077,459,235077,0.00033%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,public_dataset,sapient-synth-flan-niv2-fsopt-data-task907-dialogre-identify-relationships,generated + audited,101,46025,101,46025,0.00007%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,public_dataset,sapient-synth-flan-niv2-fsopt-data-task908-dialogre-identify-familial-relationships,generated + audited,163,68410,163,68410,0.00010%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,public_dataset,sapient-synth-flan-niv2-fsopt-data-task909-dialogre-prevalent-speakers,generated + audited,753,295703,753,295703,0.00042%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,public_dataset,sapient-synth-flan-niv2-zsopt-data-task1309-amazonreview-summary-classification,generated + audited,6249,795481,6249,795481,0.00113%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,public_dataset,sapient-synth-flan-niv2-zsopt-data-task1370-newscomm-classification,generated + audited,20,1929,20,1929,0.00000%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,public_dataset,sapient-synth-flan-niv2-zsopt-data-task1371-newscomm-translation,generated + audited,1577,170549,1577,170549,0.00024%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,public_dataset,sapient-synth-flan-niv2-zsopt-data-task1373-newscomm-translation,generated + audited,2243,267691,2243,267691,0.00038%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,public_dataset,sapient-synth-flan-niv2-zsopt-data-task1374-newscomm-translation,generated + audited,716,173515,716,173515,0.00025%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,public_dataset,sapient-synth-flan-niv2-zsopt-data-task1375-newscomm-translation,generated + audited,2180,265049,2180,265049,0.00038%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,public_dataset,sapient-synth-flan-niv2-zsopt-data-task1376-newscomm-translation,generated + audited,1369,273620,1369,273620,0.00039%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,public_dataset,sapient-synth-flan-niv2-zsopt-data-task1377-newscomm-translation,generated + audited,1531,181717,1531,181717,0.00026%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,public_dataset,sapient-synth-flan-niv2-zsopt-data-task264-paper-reviews-accept-reject,generated + audited,141,49270,141,49270,0.00007%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,public_dataset,sapient-synth-flan-niv2-zsopt-data-task265-paper-reviews-language-identification,generated + audited,710,154418,710,154418,0.00022%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,public_dataset,sapient-synth-flan-niv2-zsopt-data-task266-paper-reviews-reviewer-perspective,generated + audited,302,71856,302,71856,0.00010%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,public_dataset,sapient-synth-flan-niv2-zsopt-data-task589-amazonfood-summary-text-generation,generated + audited,5311,705459,5311,705459,0.00100%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,public_dataset,sapient-synth-flan-niv2-zsopt-data-task590-amazonfood-summary-correction-classification,generated + audited,5723,811411,5723,811411,0.00115%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,public_dataset,sapient-synth-flan-niv2-zsopt-data-task618-amazonreview-summary-text-generation,generated + audited,4896,532494,4896,532494,0.00076%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,public_dataset,sapient-synth-flan-niv2-zsopt-data-task634-allegro-reviews-classification,generated + audited,1235,214780,1235,214780,0.00030%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,public_dataset,sapient-synth-flan-niv2-zsopt-data-task635-allegro-reviews-answer-generation,generated + audited,2120,319795,2120,319795,0.00045%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,public_dataset,sapient-synth-flan-niv2-zsopt-data-task672-amazon-yelp-summarization,generated + audited,159,85279,159,85279,0.00012%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,public_dataset,sapient-synth-flan-niv2-zsopt-data-task870-msmarco-answer-generation,generated + audited,581,212021,581,212021,0.00030%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,public_dataset,sapient-synth-flan-niv2-zsopt-data-task871-msmarco-question-generation,generated + audited,89,35607,89,35607,0.00005%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,public_dataset,sapient-synth-flan-niv2-zsopt-data-task902-deceptive-opinion-spam-classification,generated + audited,1234,198319,1234,198319,0.00028%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,public_dataset,sapient-synth-flan-niv2-zsopt-data-task903-deceptive-opinion-spam-classification,generated + audited,865,149122,865,149122,0.00021%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,public_dataset,sapient-synth-flan-niv2-zsopt-data-task906-dialogre-identify-names,generated + audited,221,57511,221,57511,0.00008%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,public_dataset,sapient-synth-flan-niv2-zsopt-data-task907-dialogre-identify-relationships,generated + audited,50,13407,50,13407,0.00002%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,public_dataset,sapient-synth-flan-niv2-zsopt-data-task908-dialogre-identify-familial-relationships,generated + audited,72,17327,72,17327,0.00002%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,public_dataset,sapient-synth-flan-niv2-zsopt-data-task909-dialogre-prevalent-speakers,generated + audited,364,82014,364,82014,0.00012%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,high_priority_user_generated_or_conversational,open,docs/dfm8-datasets.md,
schneiderkamplab/sapient-synth-platypus-reclor,https://huggingface.co/datasets/schneiderkamplab/sapient-synth-platypus-reclor,public_dataset,sapient-synth-platypus-reclor,generated + audited,5131,921983,5131,921983,0.00131%,upstream_licence_or_research_tdm_review_required,TBD,TBD,TBD,source_retention_review_required,open,docs/dfm8-datasets.md,
